"","user","neighbor_20_threshold_0.1"
"1",1,30351
"2",1,13753
"3",1,71253
"4",1,26704
"5",1,35088
"6",1,58080
"7",1,52544
"8",1,67335
"9",1,66434
"10",1,65361
"11",1,10482
"12",1,56946
"13",1,41235
"14",1,72492
"15",1,59303
"16",1,68031
"17",1,64173
"18",1,74302
"19",1,34870
"20",1,38493
"21",23,9535
"22",23,23897
"23",23,41849
"24",23,32803
"25",23,13772
"26",23,44653
"27",23,49284
"28",23,36710
"29",23,16150
"30",23,23148
"31",23,28227
"32",23,11236
"33",23,17800
"34",23,8581
"35",23,43072
"36",23,8861
"37",23,48809
"38",23,44099
"39",23,1935
"40",23,16762
"41",27,52604
"42",27,53297
"43",27,36611
"44",27,37626
"45",27,47156
"46",27,37604
"47",27,30456
"48",27,45431
"49",27,38464
"50",27,17465
"51",27,15222
"52",27,25592
"53",27,7764
"54",27,36267
"55",27,7426
"56",27,37049
"57",27,3592
"58",27,2654
"59",27,33365
"60",27,64908
"61",71,38009
"62",71,27781
"63",71,31761
"64",71,38311
"65",71,37626
"66",71,36881
"67",71,36645
"68",71,38340
"69",71,46415
"70",71,38018
"71",71,21802
"72",71,46305
"73",71,20361
"74",71,13455
"75",71,33304
"76",71,33570
"77",71,26280
"78",71,21702
"79",71,24433
"80",71,18489
"81",119,53099
"82",119,48690
"83",119,66364
"84",119,13526
"85",119,31465
"86",119,67102
"87",119,69550
"88",119,30351
"89",119,3087
"90",119,54231
"91",119,60948
"92",119,16720
"93",119,65361
"94",119,11030
"95",119,14538
"96",119,31500
"97",119,66149
"98",119,37699
"99",119,71071
"100",119,53052
"101",160,73007
"102",160,54231
"103",160,44533
"104",160,55040
"105",160,53099
"106",160,53014
"107",160,13837
"108",160,71881
"109",160,19514
"110",160,55587
"111",160,22668
"112",160,70438
"113",160,14538
"114",160,57270
"115",160,599
"116",160,2756
"117",160,57892
"118",160,60948
"119",160,53052
"120",160,38136
"121",162,119
"122",162,51820
"123",162,48690
"124",162,73060
"125",162,53099
"126",162,71734
"127",162,60711
"128",162,60744
"129",162,31136
"130",162,67593
"131",162,13753
"132",162,41203
"133",162,64173
"134",162,30351
"135",162,14225
"136",162,64895
"137",162,69550
"138",162,67102
"139",162,33818
"140",162,41623
"141",245,50074
"142",245,26411
"143",245,2067
"144",245,54145
"145",245,34535
"146",245,46276
"147",245,22284
"148",245,46835
"149",245,70494
"150",245,59832
"151",245,73113
"152",245,16804
"153",245,9815
"154",245,24022
"155",245,63016
"156",245,73125
"157",245,45609
"158",245,49983
"159",245,70677
"160",245,58838
"161",251,14088
"162",251,16031
"163",251,26084
"164",251,22668
"165",251,44089
"166",251,44432
"167",251,12520
"168",251,12410
"169",251,49309
"170",251,45964
"171",251,46305
"172",251,24061
"173",251,11258
"174",251,45969
"175",251,29369
"176",251,39090
"177",251,44176
"178",251,15334
"179",251,21733
"180",251,36129
"181",254,25737
"182",254,11465
"183",254,32216
"184",254,19348
"185",254,29323
"186",254,45006
"187",254,14943
"188",254,34672
"189",254,12615
"190",254,24754
"191",254,32441
"192",254,21733
"193",254,27274
"194",254,29290
"195",254,17948
"196",254,9728
"197",254,23935
"198",254,16159
"199",254,20235
"200",254,6619
"201",286,36525
"202",286,19773
"203",286,32216
"204",286,28779
"205",286,40818
"206",286,33365
"207",286,31537
"208",286,38577
"209",286,28653
"210",286,35273
"211",286,24061
"212",286,32362
"213",286,29317
"214",286,30381
"215",286,20552
"216",286,12363
"217",286,32348
"218",286,30231
"219",286,27791
"220",286,32773
"221",305,43537
"222",305,39444
"223",305,32030
"224",305,16726
"225",305,46592
"226",305,18374
"227",305,42309
"228",305,62837
"229",305,46305
"230",305,45466
"231",305,17012
"232",305,44760
"233",305,35771
"234",305,38972
"235",305,19789
"236",305,49549
"237",305,49447
"238",305,17751
"239",305,14053
"240",305,13755
"241",332,13755
"242",332,34267
"243",332,33365
"244",332,36883
"245",332,37626
"246",332,36140
"247",332,24788
"248",332,34169
"249",332,27781
"250",332,23560
"251",332,26139
"252",332,44022
"253",332,20049
"254",332,24286
"255",332,40818
"256",332,48106
"257",332,48224
"258",332,48107
"259",332,15640
"260",332,12845
"261",390,33267
"262",390,12968
"263",390,31255
"264",390,26513
"265",390,62114
"266",390,40920
"267",390,44139
"268",390,45033
"269",390,30314
"270",390,36047
"271",390,7286
"272",390,31394
"273",390,34506
"274",390,13883
"275",390,32793
"276",390,45273
"277",390,17570
"278",390,42912
"279",390,44387
"280",390,9046
"281",489,13361
"282",489,661
"283",489,13526
"284",489,74109
"285",489,34880
"286",489,49398
"287",489,56710
"288",489,54231
"289",489,51595
"290",489,3087
"291",489,30330
"292",489,66284
"293",489,50074
"294",489,63014
"295",489,30351
"296",489,70657
"297",489,31782
"298",489,61831
"299",489,69799
"300",489,69890
"301",502,48143
"302",502,12615
"303",502,20704
"304",502,17948
"305",502,11992
"306",502,36037
"307",502,31255
"308",502,3219
"309",502,1812
"310",502,28181
"311",502,31394
"312",502,30386
"313",502,48284
"314",502,20235
"315",502,15520
"316",502,25242
"317",502,34422
"318",502,13839
"319",502,34506
"320",502,15334
"321",546,59832
"322",546,46599
"323",546,58409
"324",546,18894
"325",546,30268
"326",546,68830
"327",546,51654
"328",546,57738
"329",546,46640
"330",546,72364
"331",546,70494
"332",546,56775
"333",546,60960
"334",546,43201
"335",546,46651
"336",546,45412
"337",546,54610
"338",546,19728
"339",546,47302
"340",546,50360
"341",599,119
"342",599,160
"343",599,59364
"344",599,49296
"345",599,44602
"346",599,55040
"347",599,31136
"348",599,14538
"349",599,54181
"350",599,51237
"351",599,41438
"352",599,33818
"353",599,64659
"354",599,39901
"355",599,60948
"356",599,48690
"357",599,53099
"358",599,57460
"359",599,59303
"360",599,44090
"361",622,57650
"362",622,9430
"363",622,51754
"364",622,23846
"365",622,13731
"366",622,14598
"367",622,15479
"368",622,13361
"369",622,36172
"370",622,51595
"371",622,7898
"372",622,46835
"373",622,2067
"374",622,73838
"375",622,31025
"376",622,33968
"377",622,64887
"378",622,30520
"379",622,61477
"380",622,50490
"381",661,51749
"382",661,43446
"383",661,38046
"384",661,70657
"385",661,53040
"386",661,34880
"387",661,13361
"388",661,23053
"389",661,16804
"390",661,69550
"391",661,4096
"392",661,73845
"393",661,57725
"394",661,32191
"395",661,23846
"396",661,64355
"397",661,30351
"398",661,69371
"399",661,31782
"400",661,72883
"401",686,71881
"402",686,66543
"403",686,21255
"404",686,25933
"405",686,36954
"406",686,17801
"407",686,51749
"408",686,46651
"409",686,33408
"410",686,58714
"411",686,26851
"412",686,68031
"413",686,46599
"414",686,57460
"415",686,50884
"416",686,72392
"417",686,55869
"418",686,67072
"419",686,53453
"420",686,29734
"421",749,2488
"422",749,43537
"423",749,42806
"424",749,27781
"425",749,44022
"426",749,40818
"427",749,45602
"428",749,49526
"429",749,791
"430",749,43378
"431",749,48107
"432",749,46931
"433",749,34267
"434",749,38972
"435",749,17012
"436",749,30850
"437",749,42309
"438",749,25782
"439",749,46305
"440",749,24788
"441",775,46931
"442",775,39006
"443",775,25431
"444",775,20034
"445",775,46090
"446",775,34357
"447",775,45964
"448",775,21081
"449",775,11374
"450",775,37256
"451",775,25938
"452",775,11230
"453",775,34193
"454",775,46659
"455",775,38934
"456",775,32527
"457",775,39343
"458",775,19773
"459",775,29369
"460",775,34677
"461",791,18249
"462",791,14053
"463",791,14505
"464",791,36470
"465",791,30368
"466",791,29199
"467",791,30606
"468",791,24852
"469",791,19302
"470",791,35085
"471",791,22616
"472",791,29341
"473",791,25200
"474",791,29134
"475",791,15640
"476",791,38972
"477",791,40818
"478",791,21536
"479",791,18933
"480",791,28982
"481",833,28779
"482",833,22225
"483",833,15961
"484",833,22870
"485",833,22195
"486",833,48107
"487",833,38577
"488",833,19536
"489",833,22022
"490",833,16587
"491",833,23980
"492",833,26839
"493",833,33505
"494",833,19945
"495",833,18374
"496",833,26181
"497",833,46305
"498",833,24433
"499",833,49778
"500",833,20422
"501",854,160
"502",854,12968
"503",854,40113
"504",854,22040
"505",854,40732
"506",854,60499
"507",854,40701
"508",854,31214
"509",854,53717
"510",854,37817
"511",854,41536
"512",854,35914
"513",854,40920
"514",854,14378
"515",854,29543
"516",854,37049
"517",854,33983
"518",854,22022
"519",854,36972
"520",854,35743
"521",875,68667
"522",875,50769
"523",875,65630
"524",875,57336
"525",875,66109
"526",875,73000
"527",875,65725
"528",875,71523
"529",875,73555
"530",875,69707
"531",875,73358
"532",875,71051
"533",875,68063
"534",875,69303
"535",875,72576
"536",875,63558
"537",875,73924
"538",875,70414
"539",875,45740
"540",875,71163
"541",979,17465
"542",979,15640
"543",979,27781
"544",979,19591
"545",979,22616
"546",979,17751
"547",979,21354
"548",979,18374
"549",979,37817
"550",979,30646
"551",979,42806
"552",979,25867
"553",979,1195
"554",979,38009
"555",979,35745
"556",979,39542
"557",979,24788
"558",979,20463
"559",979,19302
"560",979,23263
"561",1037,23263
"562",1037,38972
"563",1037,19773
"564",1037,28377
"565",1037,26084
"566",1037,27781
"567",1037,35771
"568",1037,26839
"569",1037,40818
"570",1037,22235
"571",1037,46305
"572",1037,22870
"573",1037,45634
"574",1037,34012
"575",1037,18374
"576",1037,32050
"577",1037,36913
"578",1037,25867
"579",1037,11064
"580",1037,27778
"581",1069,44022
"582",1069,44760
"583",1069,36220
"584",1069,27274
"585",1069,38972
"586",1069,35743
"587",1069,48518
"588",1069,15884
"589",1069,32413
"590",1069,34193
"591",1069,27018
"592",1069,49882
"593",1069,30101
"594",1069,28377
"595",1069,36140
"596",1069,42265
"597",1069,12621
"598",1069,35953
"599",1069,13982
"600",1069,18374
"601",1083,36883
"602",1083,33614
"603",1083,52618
"604",1083,28230
"605",1083,39090
"606",1083,32633
"607",1083,17570
"608",1083,31666
"609",1083,30663
"610",1083,30092
"611",1083,7426
"612",1083,38464
"613",1083,44653
"614",1083,15743
"615",1083,45006
"616",1083,22212
"617",1083,16031
"618",1083,29535
"619",1083,29290
"620",1083,33267
"621",1154,11465
"622",1154,13545
"623",1154,17199
"624",1154,24790
"625",1154,16761
"626",1154,15123
"627",1154,13172
"628",1154,17116
"629",1154,15743
"630",1154,28452
"631",1154,22487
"632",1154,19348
"633",1154,30239
"634",1154,45904
"635",1154,32527
"636",1154,18374
"637",1154,25431
"638",1154,36875
"639",1154,31310
"640",1154,22668
"641",1159,12680
"642",1159,32498
"643",1159,11305
"644",1159,28920
"645",1159,16303
"646",1159,49050
"647",1159,11364
"648",1159,25200
"649",1159,18249
"650",1159,24038
"651",1159,21986
"652",1159,40818
"653",1159,43537
"654",1159,21627
"655",1159,18302
"656",1159,8749
"657",1159,35743
"658",1159,45294
"659",1159,13639
"660",1159,21453
"661",1195,15640
"662",1195,20135
"663",1195,38311
"664",1195,20463
"665",1195,14754
"666",1195,40818
"667",1195,36470
"668",1195,29108
"669",1195,20361
"670",1195,14505
"671",1195,17949
"672",1195,35085
"673",1195,12690
"674",1195,38009
"675",1195,49549
"676",1195,25200
"677",1195,30646
"678",1195,42806
"679",1195,44824
"680",1195,33397
"681",1216,28584
"682",1216,34655
"683",1216,37604
"684",1216,39258
"685",1216,37807
"686",1216,35745
"687",1216,39382
"688",1216,36267
"689",1216,30456
"690",1216,21084
"691",1216,38943
"692",1216,38791
"693",1216,39498
"694",1216,14431
"695",1216,7751
"696",1216,52675
"697",1216,36878
"698",1216,36024
"699",1216,13005
"700",1216,16491
"701",1233,54610
"702",1233,13731
"703",1233,12033
"704",1233,26543
"705",1233,54655
"706",1233,30330
"707",1233,50104
"708",1233,55829
"709",1233,58838
"710",1233,37785
"711",1233,36881
"712",1233,57609
"713",1233,57738
"714",1233,16517
"715",1233,16804
"716",1233,29126
